"province","district","ward","id","code","name","address","email","latitude","longitude"
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2000,"2000","HCM-VinMart+-243DuongBaTrac","243-245 Dương Bá Trạc, P.1, Q.8","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2079,"2079","HCM-VinMart+-259NgThuongHien","259, Nguyễn Thượng Hiền, Phường 6, Quận Bình Thạnh","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1603,"1603","HCM-Vinmart+-262HuynhVanBanh","262 Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2011,"2011","HCM-VinMart+-262HuynhVanBanh","262 Huỳnh Văn Bánh, phường 11, quận Phú Nhuận","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2029,"2029","HCM-VinMart+-26LeQuangDinh","26 Lê Quang Định, Phường 14, Q. Bình Thạnh, TP. HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1995,"1995","HCM-VinMart+-553NgThiThap","553 Nguyễn Thị Thập, P. Tân Phong, Q. 7","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2040,"2040","HCM-VinMart+-55TranQuocToan","55, TRẦN QUÔC TOẢN, PHƯỜNG 8, QUẬN 3","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2059,"2059","HCM-VinMart+-57-59DoQuangDau","Khu chung cư 57-59 - đường Đỗ Quang Đẩu - phường Phạm Ngũ Lão - quận 1 - Tp.HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2061,"2061","HCM-VinMart+-58HongHa","Số 58 - đường Hồng Hà - phường 2 - quận Tân Bình - Tp.HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2073,"2073","HCM-VinMart+-58ManThien","58, Man Thiện, Phường Tăng Nhơn Phú A, Quận 9 (60 Man Thiện mở rộng 58 Man Thiện) - Reopening ngày 07/04/2018","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1977,"1977","HCM-VinMart+-60BachDang","60 Bạch Đằng, P.2, Q. Tân Bình, HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1975,"1975","HCM-VinMart+-63PhanHuyIch","63 Phan Huy Ích, phường 15, quận Tân Bình, TP.HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2070,"2070","HCM-VinMart+-65NhatChiMai","65, Nhất Chi Mai, Phường 13, Quận Tân Bình","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2053,"2053","HCM-VinMart+-662DienBienPhu","662 Điện Biên Phủ, Phường 11, Quận 10, TP. Hồ Chí Minh","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1991,"1991","HCM-VinMart+-666Duong3/2","666/11 Đường 3/2, P12, Q10, HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2026,"2026","HCM-VinMart+-683AAuCo","Số 683A Âu Cơ Phường Tân Thành Quận Tân Phú TP.HCM","",10.78894,106.64004
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2046,"2046","HCM-VinMart+-68Duongso9","68, ĐƯỜNG SỐ 9, PHƯỜNG TÂN PHÚ, QUẬN 7","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1970,"1970","HCM-VinMart+-68HuynhDinhHai","68 Huỳnh Đình Hai, P.14, Q. Bình Thạnh, HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2060,"2060","HCM-VinMart+-68NuiThanh","Số 68 - đường Núi Thành - phường 13 - quận Tân Bình - Tp.HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2048,"2048","HCM-VinMart+-694LacLongQuan","694 Lạc Long Quân, Phường 9, Quận Tân Bình","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1990,"1990","HCM-VinMart+-6KyDong","6 Kỳ Đồng, P9, Q3, HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1971,"1971","HCM-VinMart+-70DangVanNgu","70, Đặng Văn Ngữ, P. 1, Q. Phú Nhuận, TP. HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2005,"2005","HCM-VinMart+-749PhanVanTri","749 Phan Văn Trị, P7 Quận Gò Vấp, TP.HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2023,"2023","HCM-VinMart+-76DinhBoLinh","76 Đinh Bộ Lĩnh ,Phường 26, Quận Bình Thạnh, TP. HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2024,"2024","HCM-VinMart+-771-773NgTrai","771-773 Nguyễn Trãi ,Phường 11, Quận 5, TP. HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1999,"1999","HCM-VinMart+-84NgThiThap","84 Nguyễn Thị Thập, P. Bình Thuận, Q.7","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1982,"1982","HCM-VinMart+-87ThachLam","87 Thạch Lam, Phường Hiệp Tân, Quận Tân Phú, TP HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2017,"2017","HCM-VinMart+-88DuongD2","88 Đường D2, Phường 25, Quận Bình Thạnh, Tp. Hồ Chí Minh","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1998,"1998","HCM-VinMart+-91DienBienPhu","91 Điện Biên Phủ, P. Đa Kao, Q.1","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2013,"2013","HCM-VinMart+-928LeVanLuong","cao ốc Hưng Phát, 928 Lê Văn Lương, xã Phước Kiến, huyện Nhà Bè","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2038,"2038","HCM-VinMart+-94TranVanDu","94, TRẦN VĂN DƯ, PHƯỜNG 13, QUẬN Tân Bình","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1986,"1986","HCM-VinMart+-95CNguyenVanThu","95C Nguyễn Văn Thủ, Phường DaKao, Quận 1, TPHCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1968,"1968","HCM-VinMart+-97HoangDieu2","Số 97 Hoàng Diệu 2, phường Linh Trung, quận Thủ Đức, Tp HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2081,"2081","HCM-VinMart+-97TranTrongCung","97 TRẦN TRỌNG CUNG, PHƯỜNG TÂN THUẬN ĐÔNG, QUẬN 7, TP. HỒ CHÍ MINH","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2015,"2015","HCM-VinMart+-98NgDinhChieu","98 Nguyễn Đình Chiểu, phường Đa kao, quận 1","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1988,"1988","HCM-VinMart+-A16CuxaThuyloi","A16 Cư xá Thủy lợi, P. 25, Q. Bình Thạnh, HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2033,"2033","HCM-VinMart+-BinhGia","67 Bình Giã Phường 13 Quận Tân Bình  HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2035,"2035","HCM-VinMart+-CCSUNVIEW","A2-12A, Đường Khu Nhà ở Hiệp Bình Phước, Phường Hiệp Bình Phước, Quận Thủ Đức","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2019,"2019","HCM-VinMart+-CentralPark720A","Central Park 720A, Điện Biên Phủ, phường 22, quận Binh Thạnh, Tp HCM. ","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2066,"2066","HCM-VinMart+-ChungCuLeThanh","Số A1-04 - Khu chung cư Lê Thành - đường Số 2 - khu phố 3 - phường An Lạc - quận Bình Tân - Tp.HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2063,"2063","HCM-VinMart+-ChungCuThaiSon","Khu chung cư Thái Sơn - Khu G - Số A6/7 - đường QL1A - phường Tân Tạo A - quận Bình Tân - Tp.HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2052,"2052","HCM-VinMart+-Ehome3TaySaiGon","A7-003, tầng trệt, khu căn hộ Ehome 3 -Tây Sài Gòn Hồ, Học Lãm Phường An Lạc Quận Bình Tân  HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1974,"1974","HCM-VinMart+-HaDo","G6-CT3, tầng 1, Khu chung cư Hà Đô, số 2 Nguyễn Văn Công, Phường 3, Quận Gò Vấp, Tp HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2062,"2062","HCM-VinMart+-HaHuyGiap","Số 92/4 - Khu phố 3 - đường Hà Huy Giáp - phường Thạnh Xuân - quận 12 - Tp.HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1984,"1984","HCM-VinMart+-HoangAnh2","A1.01 Khu chung cư Hoàng Anh Gia Lai 2 - 783 Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1983,"1983","HCM-VinMart+-HoangAnhGoldHouse","A3 - 01 - 05, Khu căn hộ Hoàng Anh GoldHouse, số 187A , ấp 3, xã Phước Kiển, huyện Nhà Bè, TP. HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1966,"1966","HCM-VinMart+-HoangAnhRiverView","Căn hộ B01-08, tầng trệt Khu căn hộ Hoàng Anh River view, 37 Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, TP HCM","",10.79641,106.6644
"Hồ Chí Minh","Quận 7","Phường Tân Phú",2049,"2049","HCM-VinMart+-KhuPhoCanhVien","11A (SG-8-1), Phố Tiểu Nam, khu phố Cảnh Viên (SS2), phường Tân Phú, quận 7","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2016,"2016","HCM-VinMart+-NgHuuHao"," Nguyễn Hữu Hào ,Phường 6, Quận 4, TP. HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1979,"1979","HCM-VinMart+-PhuHoangAnh","Căn hộ 02-01-B2 (B-01-01), tầng trệt Khu căn hộ Phú Hoàng Anh, đường Nguyễn Hữu Thọ, xã Phước Kiển, huyện Nhà Bè, TP HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2050,"2050","HCM-VinMart+-QTrung-COKhangGia","căn hộ số S17,tầng trệt cao ốc khang gia 01, Quang Trung, Phường 14, Quận Gò Vấp","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2034,"2034","HCM-VinMart+-TanChanhHiep","005 Tòa nhà A1 CC 48A, Dương Thị Mười, Khu phố 1, Phường Tân Chánh Hiệp, Quận 12","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2042,"2042","HCM-VinMart+-TangNhonPhuA","B2/1,ĐƯỜNG 385, PHƯỜNG TĂNG NHƠN PHÚ A, QUẬN 9","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1611,"1611","Điểm Dịch vụ VinMart+","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1981,"1981","HCM-VinMart+-ThuanViet","Tầng trệt, 011 Khu chung cư Thuận Việt, 319 Lý Thường Kiệt, Phường 15, Quận 11, TP HCM","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2065,"2065","HCM-VinMart+-TranQuangKhai","68/5A Trần Quang Khải, Phường Tân Định, Quận 1, TP. Hồ Chí Minh","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1581,"HN-Station-108KimBai","HN Bưu cục 108 Kim Bài - Hà Nội","108 kim bài, thanh oai, hà nội","",1.0796410000000001e-9,1.066644e-8
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1622,"HN-Station-15XuanHa","HN Bưu Cục 15 Xuân Hà - Hà Nội","Số nhà 15 Tổ 2, Khu Xuân Hà, Thị Trấn, Xuân Mai, Huyện Chương Mỹ","",0.0001079641,0.001066644
"","","",1811,"1811","Bưu Cục 174 Cao Lỗ-Đông Anh-HN","174 Cao Lỗ Xã Uy Nỗ Huyện Đông Anh Hà Nội","",21.1380096,105.8587298
"","","",1624,"1624","Bưu Cục 188 Nguyễn Ngọc Nại-Q.Thanh Xuân-HN","188 Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","duyendp@ghn.vn",20.997369,105.826548
"","","",1489,"1489","Bưu Cục 263 Phố Vọng-Q.Hai Bà Trưng-HN","263 Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","",20.994889,105.842653
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1419,"HN-Station-275KhamThien","HN Bưu cục 275 Khâm Thiên - Hà Nội","275 Khâm Thiên, Đống Đa, Hà Nội","",1.0796410000000001e-9,1.066644e-8
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1485,"HN-Station-280ChuaThong","HN Bưu cục 280 Chùa Thông - Hà Nội","","",0.0001079641,0.001066644
"","","",1621,"1621","Bưu Cục 397 Nguyễn Khang-Q.Cầu Giấy-HN","Số 397 Nguyễn Khang , Phường Yên Hoà , Quận Cầu Giấy , Hà Nội","phuongdtt@ghn.vn",21.0273701,105.798325
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1623,"HN-Station-442QuangOai","HN Bưu cục 442 Quảng Oai - Hà Nội","Số 442 Quảng Oai, TT Tây Đằng, Huyện Ba Vì, Hà Nội.","",0.0001079641,0.001066644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1882,"1882","HN-CircleK-01TayHo","HN-CircleK-01TayHo","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1854,"1854","HN-CircleK-03PhamTuanTai","HN-CircleK-03PhamTuanTai","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1824,"1824","HN-CircleK-05NguyenQuyDuc","HN-CircleK-05NguyenQuyDuc","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1864,"1864","HN-CircleK-05NhanHoa","HN-CircleK-05NhanHoa","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1884,"1884","HN-CircleK-07ThanhNien","HN-CircleK-07ThanhNien","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1056,"TrungBo","Khu vực Trung Bộ","Ngũ Hành Sơn, Đà Nẵng","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1203,"LaiChau","Lai Châu","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1162,"LangSon","Lạng Sơn","Lạng Sơn","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1216,"LaoCai","Lào Cai","lào cai","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1181,"LongAn","Long An ","Long An","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1240,"LongDien","Long Điền","Long Điền","",1.044492e-9,1.0723117999999999e-8
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1229,"LotteBaDinh","Lotte Ba Dinh ","Tòa nhà Lotte Center Hà Nội, Ngã tư Đào Tấn, Liễu Giai, Quận Ba Đình, Hà Nội","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1226,"LotteBinhDuong","Lotte Binh Duong","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1225,"LotteDaNang","Lotte Da Nang","Số 06 Nại Nam, Phường Hòa Cường Bắc, Quận Hải Châu, Thành phố Đà Nẵng","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1228,"LotteDongDa","Lotte Dong Da","Tòa nhà Mipec, 229 Tây Sơn, Phường Ngã Tư sở, Quận Đống Đa, Hà Nội","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1224,"LotteDongNai","Lotte Dong Nai","Lô B-03 Khu Thương mại Amata, Quốc lộ 1A, Phường Long Bình, Thành phố Biên Hòa, Tỉnh Đồng Nai","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1221,"LotteNamSaigon","Lotte Nam Saigon","469 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1227,"LottePhanThiet","Lotte Phan Thiet","Khu dân cư Hùng Vương I, Phường Phú Thủy, Thành phố Phan Thiết, Tỉnh Bình Thuận","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1222,"LottePhuTho","Lotte Phu Tho","968 Đuờng 3/2, Phường 15, Quận 11, Thành phố Hồ Chí Minh","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1223,"LotteTanBinh","Lotte Tan Binh","20 Cộng Hòa, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1230,"LotteVungTau","Lotte Vung Tau ","Góc đường 3 tháng 2 và đường Thi Sách, Phường 8, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1238,"Metro_1","Metro Hà Đông","Hà Đông","",0.0002095584,0.0010575637
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1136,"NamDinh","Nam Định","Nam Định","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1134,"NinhBinh","Ninh Bình","Ninh Bình","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1149,"QuangNgai","Quảng Ngãi","Quảng Ngãi","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1257,"VinhLongtp","Vĩnh Long","vĩnh long","",10.24484,105.95887
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1116,"VinhPhuc","Vĩnh Phúc","Vĩnh Phúc","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2124,"VTU-VinMart+-11-11ALeVanLoc","VTU-VinMart+-11-11ALeVanLoc","11-11A Lê Văn Lộc, Phường Thắng Nhì, TP Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2122,"VTU-VinMart+-134BNamKyKhoiNghia","VTU-VinMart+-134BNamKyKhoiNghia","134B Nam Kỳ Khởi Nghĩa, Phường Tam Thắng, TP. Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2128,"VTU-VinMart+-209NguyenHuuCanh","VTU-VinMart+-209NguyenHuuCanh","209 Nguyễn Hữu Cảnh, Phường Thắng Nhất, TP Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2102,"VTU-VinMart+-286LeLoi","VTU-VinMart+-286LeLoi","286 Lê Lợi, Phường 7,Thành Phố Vũng Tàu, Tỉnh Bà Rịa – Vũng Tàu","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2127,"VTU-VinMart+-289ThongNhat","VTU-VinMart+-289ThongNhat","289 Thống Nhất, Phường 8, TP Vũng Tàu, Tỉnh Bà Rịa","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2126,"VTU-VinMart+-A7-10/7TrungTamChiLinh","VTU-VinMart+-A7-10/7TrungTamChiLinh","A7-10/7 Trung Tâm Chí Linh, Phường Nguyễn An Ninh, TP Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1251,"XuyenMoc","Xuyên Mộc","Xuyên Mộc","",10.61777,107.4322
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1201,"YenBai","Yên Bái","","",0,0
"","","",2292,"2292","Bưu Cục 187 Giảng Võ-Q.Đống Đa-HN 02","187 Giảng Võ, Phường Cát Linh, Quận Đống Đa, Hà Nội","",21.0258099,105.8236757
"Thanh Hóa","Huyện Như Thanh","Thị trấn Bến Sung",2283,"2283","Bưu Cục Như Thanh-Thanh Hóa","342 KP1, Thị Trấn Bến Sung, Huyện Như Thanh, tỉnh Thanh Hóa","",19.6323594,105.5812809
"Khánh Hòa","Huyện Vạn Ninh","Xã Vạn Phú",2281,"2281","Bưu Cục Vạn Ninh-Khánh Hòa","Phú Cang 2, Vạn Phú, Vạn Ninh, Khánh Hòa","duycr1990@gmail.com",12.705539,109.226538
"Thanh Hóa","Huyện Vĩnh Lộc","Xã Vĩnh Phúc",2286,"2286","Bưu Cục Vĩnh Lộc-Thanh Hóa","Thôn Đồng Minh, Xã Vĩnh Phúc, Huyện Vĩnh Lộc, tỉnh Thanh Hóa","",20.0608338,105.6198639
"Hà Nam","Huyện Bình Lục","Xã La Sơn",2299,"2299","Bưu Cục Bình Lục-Hà Nam","Trung Sơn, La Sơn, Bình Lục, Hà Nam","",20.46367,106.0057148
"Thái Nguyên","Huyện Đại Từ","Xã Tiên Hội",2300,"2300","Bưu Cục Đại Từ-Thái Nguyên","Xóm Phố Dầu , xã Tiên Hội , huyện Đại Từ , Thái Nguyên","",21.6368782,105.6313536
"Hưng Yên","Huyện Khoái Châu","Thị trấn Khoái Châu",2297,"2297","Bưu Cục Khoái Châu-Hưng Yên","xã an vĩ huyện khoái châu tỉnh hưng yên (Khu hạ tầng An Vĩ)","",20.83911,105.9830085
"Bắc Giang","Huyện Lục Nam","Xã Tiên Hưng",2293,"2293","Bưu Cục Lục Nam-Bắc Giang","Thôn Chằm Cũ,xã Tiên Hưng, huyện Lục Nam, tỉnh Bắc Giang","",10.7695885,106.6636382
"Đồng Tháp","Huyện Tháp Mười","Thị trấn Mỹ An",2301,"2301","Bưu Cục Tháp Mười-Đồng Tháp","Huyện Tháp Mười - Đồng Tháp","",10.518565,105.854044
"Bắc Giang","Huyện Yên Thế","Thị trấn Bố Hạ",2294,"2294","Bưu Cục Yên Thế-Bắc Giang","phố Hòa Bình, thị trấn Bố Hạ, huyện Yên Thế, tỉnh Bắc Giang","",10.7695149,106.6636408
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1244,"TanPhu","H.Tân Phú_ĐN","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2144,"2144","BDG-VinMart+-223CachMangThang8","223 Cách Mạng Tháng 8, Phường Hiệp Thành, TP Thủ Dầu Một, Tỉnh Bình Dương","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2131,"2131","BDG-VinMart+-300ThichQuangDuc","300 Thích Quảng Đức, phường Phú Cường, thành phố Thủ Dầu Một,tỉnh Bình Dương","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2140,"2140","BDG-VinMart+-38/12KhuphoDongB","38/12 Khu phố Đông B, Đông Hòa, Dĩ An, Bình Dương","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2139,"2139","BDG-VinMart+-52/7BinhDuong2","52/7 Bình Đường 2, Phường An Bình, TX Dĩ An, Tỉnh Bình Dương","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2132,"2132","BDG-VinMart+-72BisNguyenVanTiet","72 Bis Nguyễn Văn Tiết, Thị Xã Lái Thiêu, Tỉnh Bình Dương","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2179,"2179","CTO-VinMart+-101ADuongQuangTrung","101A Đường Quang Trung, Phường Xuân Khánh, Quận Ninh Kiều, TP. Cần Thơ","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2181,"2181","CTO-VinMart+-107TranBinhTrong  ","107 Trần Bình Trọng, Phường An Phú, Quận Ninh Kiều, TP. Cần Thơ","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2216,"2216","CTO-VinMart+-16/9LeHongPhong","16/9 Lê Hồng Phong, Phường Bình Thủy, Quận Bình Thủy, thành phố Cần Thơ","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2267,"2267","CTO-VinMart+-29-31DuongA3","29-31 Đường A3 KDC Hưng Phú, Phường Hưng Phú, Quận Cái Răng, TP Cần Thơ","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2194,"2194","CTO-VinMart+-29VoTruongToan","29 Võ Trường Toản, Phường An Hòa, Quận Ninh Kiều, Thành phố Cần Thơ","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2198,"2198","CTO-VinMart+-404/12NguyenVanLinh","404/12 Nguyễn Văn Linh, An Khánh, Ninh Kiều, Cần Thơ ","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2211,"2211","CTO-VinMart+-44TranVanKheo","44 Trần Văn Khéo, phường Cái Khế, quận Ninh Kiều, thành phố Cần Thơ","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2177,"2177","CTO-VinMart+-61DuongCMT8","61 Đường Cách Mạng Tháng Tám, Phường An Hòa, TP. Cần Thơ","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2190,"2190","CTO-VinMart+-MiniCanTho","315 lộ 91B, P An Khánh, Q Ninh Kiều, TP Cần Thơ","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2239,"2239","DNA-VinMart+-245HaiPhong","245 Hải Phòng , Phường Tân Chính, Thanh khuê , Đà Nẵng","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2167,"2167","DNI-VinMart+-101BuiVanHoa","101 Bùi Văn Hoà, Khu Phố 5, Phường Long Bình, Biên Hoà, Đồng Nai","",10.79641,106.6644
