"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"P000009","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/P000009.json","Robert","William","Packwood",,"1932-09-11","M","R",,,,,"408420",,,"12107",,,"","",,,false,,,,"21",638,20,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:or",,,,"OR","3","","S075",3.13,73.84,26.16
"P000193","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/P000193.json","Claiborne","de Borda","Pell",,"1918-11-22","M","D",,,,,"408597",,,"10818",,,"","",,,false,,,,"29",638,22,2,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ri",,,,"RI","2","","S078",3.45,87.25,12.75
"P000513","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/P000513.json","Larry","Lee","Pressler",,"1942-03-29",,"R",,,,,"408898",,,"14268",,,"","",,,false,,,,"11",638,12,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:sd",,,,"SD","2","","S141",1.88,80.36,19.64
"P000556","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/P000556.json","David","Hampton","Pryor",,"1934-08-29","M","D",,,,,"408939",,,"10791",,,"","",,,false,,,,"11",638,17,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ar",,,,"AR","2","","S125",2.66,88.33,11.67
"R000146","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/R000146.json","Harry",,"Reid",,"1939-12-02","M","D",,"SenatorReid","SenatorReid","SenatorReid","300082","1683",,"15054",,"/m/0204x1","","http://www.reid.senate.gov",,,false,,,,"3",638,4,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:nv",,,,"NV","3","","S198",0.63,85.53,14.47
"R000249","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/R000249.json","Donald","Wayne","Riegle",,"1938-02-04","M","D",,,,,"409225",,,"11043",,,"","",,,false,,,,"13",638,27,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:mi",,,,"MI","1","","S107",4.23,91.27,8.73
"R000295","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/R000295.json","Charles","S.","Robb",,"1939-06-26","M","D",,,,,"400564",,,"15706",,,"","",,,false,,,,"1",638,0,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:va",,,,"VA","1","","S207",0,84.2,15.8
"R000361","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/R000361.json","John","D.","Rockefeller","IV","1937-06-18","M","D",,"SenRockefeller","SenRockefeller","SenatorRockefeller","300084","1238",,"14922",,"/m/01xmnh","","http://www.rockefeller.senate.gov",,,false,,,,"5",638,6,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:wv",,,,"WV","2","","S176",0.94,87.4,12.6
"R000460","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/R000460.json","William","V.","Roth","Jr.","1921-07-22","M","R",,,,,"400565",,,"11044",,,"","",,,false,,,,"19",638,10,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:de",,,,"DE","1","","S083",1.57,82.22,17.78
"R000497","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/R000497.json","Warren","Bruce","Rudman",,"1930-05-18","M","R",,,,,"409456",,,"14910",,,"","",,,false,,,,"9",638,19,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:nh",,,,"NH","3","","S160",2.98,81.85,18.15
"S000055","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S000055.json","James","Terry","Sanford",,"1917-08-20","M","D",,,,,"409562",,,"15503",,,"","",,,false,,,,"3",638,24,2,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:nc",,,,"NC","3","","S178",3.76,86.54,13.46
"S000064","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/S000064.json","Paul","S.","Sarbanes",,"1933-02-03","M","D",,,,,"300086",,,"13039",,,"","",,,false,,,,"13",638,4,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:md",,,,"MD","1","","S106",0.63,91.27,8.73
"S000068","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/S000068.json","James","Ralph","Sasser",,"1936-09-30","M","D",,,,,"409580",,,"14509",,,"","",,,false,,,,"13",638,15,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:tn",,,,"TN","1","","S117",2.35,89.16,10.84
"S000320","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S000320.json","Richard","C.","Shelby",,"1934-05-06","M","D",,"SenShelby","RichardShelby","SenatorRichardShelby","300089","1859","53266","94659","N00009920","/m/020yj1","","https://www.shelby.senate.gov","https://www.shelby.senate.gov/public/?a=rss.feed",,false,,,,"3",638,0,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:al",,,,"AL","3","","S184",0,72.99,27.01
"S000423","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S000423.json","Paul","Martin","Simon",,"1928-11-29","M","D",,,,,"409917",,,"14275",,,"","",,,false,,,,"5",638,8,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:il",,,,"IL","2","","S175",1.25,85.76,14.24
"S000429","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S000429.json","Alan","Kooi","Simpson",,"1931-09-02","M","R",,,,,"409923","378",,"14710",,,"","",,,false,,,,"11",638,28,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:wy",,,,"WY","2","","S142",4.39,90.8,9.2
"S000709","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S000709.json","Arlen",,"Specter",,"1930-02-12","M","R",,"SenArlenSpecter",,"SenatorArlenSpecter","300092",,,"14911",,"/m/0204ym","","",,,false,,,,"9",638,1,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:pa",,,,"PA","3","","S161",0.16,73.63,26.37
"S000888","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S000888.json","Ted","F.","Stevens",,"1923-11-18","M","R",,,,,"300094",,,"12109",,,"","",,,false,,,,"21",638,14,1,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ak",,,,"AK","2","","S090",2.19,82.98,17.02
"S001138","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S001138.json","Steven","Douglas","Symms",,"1938-04-23",,"R",,,,,"410588",,,"14056",,,"","",,,false,,,,"9",638,20,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:id",,,,"ID","3","","S162",3.13,85.76,14.24
"T000254","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/T000254.json","Strom",,"Thurmond",,"1902-12-05","M","R",,,,,"300157",,,"9369",,,"","",,,false,,,,"34",638,1,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:sc",,,,"SC","2","","S096",0.16,92.93,7.07
"W000092","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/W000092.json","Malcolm",,"Wallop",,"1933-02-27","M","R",,,,,"411271",,,"14511",,,"","",,,false,,,,"13",638,49,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:wy",,,,"WY","1","","S119",7.68,84.97,15.03
"W000154","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/W000154.json","John","W.","Warner",,"1927-02-18","M","R",,,,,"300099",,,"14712",,,"","",,,false,,,,"11",638,6,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:va",,,,"VA","2","","S143",0.94,84.93,15.07
"W000607","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/W000607.json","Pete",,"Wilson",,"1933-08-23","M","R",,,,,"411762",,,"15104",,,"","",,,false,,,,"7",638,98,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:ca",,,,"CA","1","","S165",15.36,83.11,16.89
"W000647","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/W000647.json","Timothy","E.","Wirth",,"1939-09-22","M","D",,,,,"411801",,,"14282",,,"","",,,false,,,,"3",638,10,0,"2019-10-07 09:49:42 -0400","ocd-division/country:us/state:co",,,,"CO","3","","S181",1.57,89.09,10.91
