"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"P000193","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/P000193.json","Claiborne","de Borda","Pell",,"1918-11-22","M","D",,,,,"408597",,,"10818",,,"","",,,false,,,,"31",550,14,5,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:ri",,,,"RI","2","","S078",2.55,87.98,12.02
"P000513","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/P000513.json","Larry","Lee","Pressler",,"1942-03-29",,"R",,,,,"408898",,,"14268",,,"","",,,false,,,,"13",550,1,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:sd",,,,"SD","2","","S141",0.18,87.99,12.01
"P000556","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/P000556.json","David","Hampton","Pryor",,"1934-08-29","M","D",,,,,"408939",,,"10791",,,"","",,,false,,,,"13",550,172,1,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:ar",,,,"AR","2","","S125",31.27,84.05,15.95
"R000146","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/R000146.json","Harry",,"Reid",,"1939-12-02","M","D",,"SenatorReid","SenatorReid","SenatorReid","300082","1683",,"15054",,"/m/0204x1","","http://www.reid.senate.gov",,,false,,,,"5",550,8,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:nv",,,,"NV","3","","S198",1.45,83.58,16.42
"R000249","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/R000249.json","Donald","Wayne","Riegle",,"1938-02-04","M","D",,,,,"409225",,,"11043",,,"","",,,false,,,,"15",550,17,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:mi",,,,"MI","1","","S107",3.09,90.79,9.21
"R000295","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/R000295.json","Charles","S.","Robb",,"1939-06-26","M","D",,,,,"400564",,,"15706",,,"","",,,false,,,,"3",550,0,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:va",,,,"VA","1","","S207",0,82.34,17.66
"R000361","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/R000361.json","John","D.","Rockefeller","IV","1937-06-18","M","D",,"SenRockefeller","SenRockefeller","SenatorRockefeller","300084","1238",,"14922",,"/m/01xmnh","","http://www.rockefeller.senate.gov",,,false,,,,"7",550,8,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:wv",,,,"WV","2","","S176",1.45,91.34,8.66
"R000460","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/R000460.json","William","V.","Roth","Jr.","1921-07-22","M","R",,,,,"400565",,,"11044",,,"","",,,false,,,,"21",550,36,1,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:de",,,,"DE","1","","S083",6.55,80.12,19.88
"R000497","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/R000497.json","Warren","Bruce","Rudman",,"1930-05-18","M","R",,,,,"409456",,,"14910",,,"","",,,false,,,,"11",550,13,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:nh",,,,"NH","3","","S160",2.36,79.77,20.23
"S000055","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S000055.json","James","Terry","Sanford",,"1917-08-20","M","D",,,,,"409562",,,"15503",,,"","",,,false,,,,"5",550,46,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:nc",,,,"NC","3","","S178",8.36,86.26,13.74
"S000064","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/S000064.json","Paul","S.","Sarbanes",,"1933-02-03","M","D",,,,,"300086",,,"13039",,,"","",,,false,,,,"15",550,0,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:md",,,,"MD","1","","S106",0,91.45,8.55
"S000068","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/S000068.json","James","Ralph","Sasser",,"1936-09-30","M","D",,,,,"409580",,,"14509",,,"","",,,false,,,,"15",550,2,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:tn",,,,"TN","1","","S117",0.36,88.43,11.57
"S000269","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/S000269.json","John",,"Seymour",,"1937-12-03","M","R",,,,,"409770",,,"15902",,,"","",,,false,,,,"1",550,54,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:ca",,,,"CA","1","","S218",9.82,86.76,13.24
"S000320","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S000320.json","Richard","C.","Shelby",,"1934-05-06","M","D",,"SenShelby","RichardShelby","SenatorRichardShelby","300089","1859","53266","94659","N00009920","/m/020yj1","","https://www.shelby.senate.gov","https://www.shelby.senate.gov/public/?a=rss.feed",,false,,,,"5",550,0,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:al",,,,"AL","3","","S184",0,68.4,31.6
"S000423","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S000423.json","Paul","Martin","Simon",,"1928-11-29","M","D",,,,,"409917",,,"14275",,,"","",,,false,,,,"7",550,7,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:il",,,,"IL","2","","S175",1.27,87.03,12.97
"S000429","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S000429.json","Alan","Kooi","Simpson",,"1931-09-02","M","R",,,,,"409923","378",,"14710",,,"","",,,false,,,,"13",550,8,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:wy",,,,"WY","2","","S142",1.45,91.95,8.05
"S000606","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S000606.json","Bob",,"Smith",,"1941-03-30","M","R",,,,,"300155",,,"15234",,,"","",,,false,,,,"1",550,2,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:nh",,,,"NH","2","","S216",0.36,77.22,22.78
"S000709","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S000709.json","Arlen",,"Specter",,"1930-02-12","M","R",,"SenArlenSpecter",,"SenatorArlenSpecter","300092",,,"14911",,"/m/0204ym","","",,,false,,,,"11",550,15,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:pa",,,,"PA","3","","S161",2.73,70.64,29.36
"S000888","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S000888.json","Ted","F.","Stevens",,"1923-11-18","M","R",,,,,"300094",,,"12109",,,"","",,,false,,,,"23",550,14,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:ak",,,,"AK","2","","S090",2.55,85.07,14.93
"S001138","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S001138.json","Steven","Douglas","Symms",,"1938-04-23",,"R",,,,,"410588",,,"14056",,,"","",,,false,,,,"11",550,24,1,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:id",,,,"ID","3","","S162",4.36,83.88,16.12
"T000254","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/T000254.json","Strom",,"Thurmond",,"1902-12-05","M","R",,,,,"300157",,,"9369",,,"","",,,false,,,,"36",550,3,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:sc",,,,"SC","2","","S096",0.55,92.02,7.98
"W000092","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/W000092.json","Malcolm",,"Wallop",,"1933-02-27","M","R",,,,,"411271",,,"14511",,,"","",,,false,,,,"15",550,28,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:wy",,,,"WY","1","","S119",5.09,82.56,17.44
"W000154","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/W000154.json","John","W.","Warner",,"1927-02-18","M","R",,,,,"300099",,,"14712",,,"","",,,false,,,,"13",550,12,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:va",,,,"VA","2","","S143",2.18,88.49,11.51
"W000288","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/W000288.json","Paul","D.","Wellstone",,"1944-07-21","M","D",,,,,"400566",,,"15901",,,"","",,,false,,,,"1",550,18,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:mn",,,,"MN","2","","S217",3.27,86.95,13.05
"W000607","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/W000607.json","Pete",,"Wilson",,"1933-08-23","M","R",,,,,"411762",,,"15104",,,"","",,,false,,,,"8",0,0,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:ca",,,,"CA","1","","S165",0,0,0
"W000647","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/W000647.json","Timothy","E.","Wirth",,"1939-09-22","M","D",,,,,"411801",,,"14282",,,"","",,,false,,,,"5",550,69,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:co",,,,"CO","3","","S181",12.55,84.78,15.22
"W000665","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/W000665.json","Harris",,"Wofford",,"1926-04-09","M","D",,,,,"411818",,,"15903",,,"","",,,false,,,,"1",496,24,0,"2019-10-07 09:33:31 -0400","ocd-division/country:us/state:pa",,,,"PA","1","","S219",4.84,91.54,8.46
