"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid"
"D000191","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000191.json","Peter","A.","DeFazio",,"1947-05-27","M","D",,"RepPeterDeFazio","RepPeterDeFazio","PeterDeFazio","400100","6068","27037","15410","N00007781","/m/033ttx","","https://defazio.house.gov","https://defazio.house.gov/rss.xml",,false,,,,"4",,,,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:or/cd:4",,,,"OR","4",false,"4104"
"D000217","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000217.json","Thomas","Dale","DeLay",,"1947-04-08","M","R",,,,,"400104",,,"15211",,,"","",,,false,,,,"6",,,,"2013-04-12 20:12:02 -0400","ocd-division/country:us/state:tx/cd:22",,,,"TX","22",false,"4822"
"D000222","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000222.json","Ronald","V.","Dellums",,"1935-11-24","M","D",,,,,"403364",,,"13011",,,"","",,,false,,,,"20",,,,"2013-04-12 20:11:59 -0400","ocd-division/country:us/state:ca/cd:8",,,,"CA","8",false,"0608"
"D000267","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000267.json","Butler","C.","Derrick",,"1936-09-30","M","D",,,,,"403403",,,"14212",,,"","",,,false,,,,"16",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:sc/cd:3",,,,"SC","3",false,"4503"
"D000294","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000294.json","Michael",,"DeWine",,"1947-01-05","M","R",,,,,"300033",,,"15019",,,"","",,,false,,,,"8",,,,"2013-04-12 20:12:00 -0400","ocd-division/country:us/state:oh/cd:7",,,,"OH","7",false,"3907"
"D000326","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000326.json","William","Louis","Dickinson",,"1925-06-05","M","R",,,,,"403446",,,"10717",,,"","",,,false,,,,"26",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:al/cd:2",,,,"AL","2",false,"0102"
"D000327","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000327.json","Norman","D.","Dicks",,"1940-12-16","M","D",,"RepNormDicks",,"RepNormDicks","400109","8131",,"14413",,,"","",,,false,,,,"14",,,,"2016-05-03 15:22:16 -0400","ocd-division/country:us/state:wa/cd:6",,,,"WA","6",false,"5306"
"D000355","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000355.json","John","D.","Dingell",,"1926-07-08","M","D",,"John_Dingell","johndingell",,"400110","470",,"2605",,"/m/0226cw","","http://dingell.house.gov",,,false,,,,"36",,,,"2016-06-14 16:30:49 -0400","ocd-division/country:us/state:mi/cd:16",,,,"MI","16",false,"2616"
"D000373","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000373.json","Julian","C.","Dixon",,"1934-08-08","M","D",,,,,"400580",,,"14620",,,"","",,,false,,,,"12",,,,"2013-04-12 20:12:00 -0400","ocd-division/country:us/state:ca/cd:28",,,,"CA","28",false,"0628"
"D000416","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000416.json","Brian","Joseph","Donnelly",,"1946-03-02",,"D",,,,,"403529",,,"14621",,,"","",,,false,,,,"12",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ma/cd:11",,,,"MA","11",false,"2511"
"D000432","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000432.json","Byron","L.","Dorgan",,"1942-05-14","M","D",,,,"senatordorgan","300037","2318",,"14812",,"/m/021fyn","","",,,false,,,,"10",,,,"2016-06-14 16:30:50 -0400","ocd-division/country:us/state:nd/cd:1",,,,"ND","At-Large",true,"3800"
"D000435","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000435.json","Robert","K.","Dornan",,"1933-04-03","M","R",,,,,"403545",,,"14414",,,"","",,,false,,,,"12",,,,"2013-04-12 20:11:58 -0400","ocd-division/country:us/state:ca/cd:38",,,,"CA","38",false,"0638"
"D000451","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000451.json","Charles","Gywnne","Douglas",,"1942-12-02","M","R",,,,,"403561",,,"15602",,,"","",,,false,,,,"2",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:nh/cd:2",,,,"NH","2",false,"3302"
"D000471","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000471.json","Thomas","Joseph","Downey",,"1949-01-28","M","D",,,,,"403581",,,"14214",,,"","",,,false,,,,"16",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ny/cd:2",,,,"NY","2",false,"3602"
"D000492","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000492.json","David",,"Dreier",,"1952-07-05","M","R",,,,"RepDavidDreier","400115",,,"14813",,"/m/024thx","","",,,false,,,,"10",,,,"2016-06-14 16:30:51 -0400","ocd-division/country:us/state:ca/cd:33",,,,"CA","33",false,"0633"
"D000533","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000533.json","John","J.","Duncan","Jr.","1947-07-21","M","R",,"RepJohnDuncanJr","CongressmanDuncan","RepJohnDuncan","400116","6114","27069","15455","N00003209","/m/0450rl","","https://duncan.house.gov",,,false,,,,"4",,,,"2018-03-07 08:14:28 -0500","ocd-division/country:us/state:tn/cd:2",,,,"TN","2",false,"4702"
"D000563","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000563.json","Richard","J.","Durbin",,"1944-11-21","M","D",,"SenatorDurbin","SenatorDurbin","SenatorDurbin","300038","6741","26847","15021","N00004981","/m/01xcd1","","https://www.durbin.senate.gov",,,false,,,,"8",,,,"2019-11-18 02:30:23 -0500","ocd-division/country:us/state:il/cd:20",,,,"IL","20",false,"1720"
"D000586","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000586.json","Bernard","James","Dwyer",,"1921-01-24",,"D",,,,,"403689",,,"14815",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:nj/cd:6",,,,"NJ","6",false,"3406"
"D000592","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000592.json","Mervyn","Malcolm","Dymally",,"1926-05-12",,"D",,,,,"403695",,,"14816",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ca/cd:31",,,,"CA","31",false,"0631"
"D000593","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000593.json","Royden","Patrick","Dyson",,"1948-11-15",,"D",,,,,"403696",,,"14817",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:md/cd:1",,,,"MD","1",false,"2401"
"E000013","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000013.json","Joseph","Daniel","Early",,"1933-01-31","M","D",,,,,"403709",,,"14216",,,"","",,,false,,,,"16",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ma/cd:3",,,,"MA","3",false,"2503"
"E000031","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000031.json","Dennis","Edward","Eckart",,"1950-04-06",,"D",,,,,"403726",,,"14818",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:oh/cd:11",,,,"OH","11",false,"3911"
"E000064","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000064.json","Don",,"Edwards",,"1915-01-06","M","D",,,,,"403776",,,"10583",,,"","",,,false,,,,"28",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ca/cd:10",,,,"CA","10",false,"0610"
"E000077","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000077.json","Marvin","Henry","Edwards",,"1937-07-12",,"R",,,,,"403769",,,"14415",,,"","",,,false,,,,"14",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ok/cd:5",,,,"OK","5",false,"4005"
"E000174","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000174.json","Bill",,"Emerson",,"1938-01-01","M","R",,,,,"403864",,,"14819",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:58 -0400","ocd-division/country:us/state:mo/cd:8",,,,"MO","8",false,"2908"
"E000179","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000179.json","Eliot","L.","Engel",,"1947-02-18","M","D",,"RepEliotEngel","RepEliotLEngel","engel2161","400122","6109","26972","15603","N00001003","/m/03tt1r","","https://engel.house.gov",,,false,,,,"2",,,,"2019-11-18 02:30:21 -0500","ocd-division/country:us/state:ny/cd:19",,,,"NY","19",false,"3619"
"E000184","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000184.json","Glenn","Lee","English",,"1940-11-30","M","D",,,,,"403873",,,"14219",,,"","",,,false,,,,"16",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ok/cd:6",,,,"OK","6",false,"4006"
"E000201","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000201.json","Ben",,"Erdreich",,"1938-12-09",,"D",,,,,"403888",,,"15021",,,"","",,,false,,,,"8",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:al/cd:6",,,,"AL","6",false,"0106"
"E000218","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000218.json","Mike",,"Espy",,"1953-11-30","M","D",,,,,"403904",,,"15410",,,"","",,,false,,,,"4",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ms/cd:2",,,,"MS","2",false,"2802"
"E000250","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000250.json","Lane","A.","Evans",,"1951-08-04","M","D",,,,,"400126",,,"15022",,,"","",,,false,,,,"8",,,,"2013-04-12 20:12:02 -0400","ocd-division/country:us/state:il/cd:17",,,,"IL","17",false,"1717"
"F000010","Delegate","Del.","https://api.propublica.org/congress/v1/members/F000010.json","Eni","F. H.","Faleomavaega",,"1943-08-15","M","D",,"EFaleomavaega","617466718276952",,"400128","6713",,"15651",,"/m/01s_hc","","http://faleomavaega.house.gov",,,false,,,,"2",,,,"2016-06-14 16:31:04 -0400","ocd-division/country:us/state:as/cd:79",,,,"AS","At-Large",true,"6098"
"F000041","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000041.json","Dante","Bruno","Fascell",,"1917-03-09",,"D",,,,,"404002",,,"3078",,,"","",,,false,,,,"36",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:fl/cd:19",,,,"FL","19",false,"1219"
"F000046","Delegate","Del.","https://api.propublica.org/congress/v1/members/F000046.json","Walter","Edward","Fauntroy",,"1933-02-06","M","D",,,,,"404006",,,"13060",,,"","",,,false,,,,"20",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:dc/cd:79",,,,"DC","At-Large",true,"1198"
"F000049","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000049.json","Harris","W.","Fawell",,"1929-03-25","M","R",,,,,"404009",,,"15214",,,"","",,,false,,,,"6",,,,"2013-04-12 20:11:59 -0400","ocd-division/country:us/state:il/cd:13",,,,"IL","13",false,"1713"
"F000053","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000053.json","Vic",,"Fazio",,"1942-10-11","M","D",,,,,"404013",,,"14624",,,"","",,,false,,,,"12",,,,"2013-04-12 20:11:59 -0400","ocd-division/country:us/state:ca/cd:4",,,,"CA","4",false,"0604"
"F000059","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000059.json","Edward","Farrell","Feighan",,"1947-10-22","M","D",,,,,"404019",,,"15023",,,"","",,,false,,,,"8",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:oh/cd:19",,,,"OH","19",false,"3919"
"F000111","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000111.json","Jack","Milton","Fields",,"1952-02-03","M","R",,,,,"404068",,,"14822",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:58 -0400","ocd-division/country:us/state:tx/cd:8",,,,"TX","8",false,"4808"
"F000141","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000141.json","Hamilton",,"Fish","Jr.","1926-06-03","M","R",,,,,"404097",,,"12013",,,"","",,,false,,,,"22",,,,"2017-11-29 06:35:52 -0500","ocd-division/country:us/state:ny/cd:21",,,,"NY","21",false,"3621"
"F000184","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000184.json","Floyd","H.","Flake",,"1945-01-30","M","D",,,,,"404139",,,"15411",,,"","",,,false,,,,"4",,,,"2013-04-12 20:11:59 -0400","ocd-division/country:us/state:ny/cd:6",,,,"NY","6",false,"3606"
"F000208","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000208.json","Ronnie","Gene","Flippo",,"1937-08-15",,"D",,,,,"404163",,,"14419",,,"","",,,false,,,,"14",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:al/cd:5",,,,"AL","5",false,"0105"
"F000215","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000215.json","James","Joseph","Florio",,"1937-08-29","M","D",,,,,"404170",,,"14223",,,"","",,,false,,,,"16",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:nj/cd:1",,,,"NJ","1",false,"3401"
"F000235","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000235.json","Tom",,"Foglietta",,"1928-12-03","M","D",,,,,"404190",,,"14823",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:59 -0400","ocd-division/country:us/state:pa/cd:1",,,,"PA","1",false,"4201"
"F000239","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000239.json","Thomas","S.","Foley",,"1929-03-06","M","D",,,,,"404193",,,"10726",,,"","",,,false,,,,"26",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:wa/cd:5",,,,"WA","5",false,"5305"
"F000270","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000270.json","William","D.","Ford",,"1927-08-06","M","D",,,,,"404220",,,"10727",,,"","",,,false,,,,"26",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:mi/cd:15",,,,"MI","15",false,"2615"
"F000261","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000261.json","Harold","E.","Ford",,"1945-05-20","M","D",,,,,"404213",,,"14224",,,"","",,,false,,,,"16",,,,"2013-04-12 20:11:58 -0400","ocd-division/country:us/state:tn/cd:9",,,,"TN","9",false,"4709"
"F000339","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000339.json","Barney",,"Frank",,"1940-03-31","M","D",,,,"barneyfrank","400140",,,"14824",,"/m/0d0lx0","","",,,false,,,,"10",,,,"2016-06-14 16:31:06 -0400","ocd-division/country:us/state:ma/cd:4",,,,"MA","4",false,"2504"
"F000380","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000380.json","William","Eldridge","Frenzel",,"1928-07-31","M","R",,,,,"404325",,,"13015",,,"","",,,false,,,,"20",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:mn/cd:3",,,,"MN","3",false,"2703"
"F000392","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000392.json","Martin",,"Frost",,"1942-01-01","M","D",,,,,"400143",,,"14626",,,"","",,,false,,,,"12",,,,"2013-04-12 20:12:01 -0400","ocd-division/country:us/state:tx/cd:24",,,,"TX","24",false,"4824"
"F000435","Resident Commissioner","R.C.","https://api.propublica.org/congress/v1/members/F000435.json","Jaime","B.","Fuster",,"1941-01-12","M","D",,,,,"404376",,,"15262",,,"","",,,false,,,,"6",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:pr/cd:80",,,,"PR","At-Large",true,"7298"
"G000021","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000021.json","Elton",,"Gallegly",,"1944-03-07","M","R",,"eltongallegly24",,,"400144","6712",,"15412",,"/m/024tft","","",,,false,,,,"4",,,,"2016-06-14 16:31:11 -0400","ocd-division/country:us/state:ca/cd:21",,,,"CA","21",false,"0621"
"G000025","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000025.json","Dean","A.","Gallo",,"1935-11-23","M","R",,,,,"404401",,,"15215",,,"","",,,false,,,,"6",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:nj/cd:11",,,,"NJ","11",false,"3411"
"G000047","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000047.json","Robert",,"Garcia",,"1933-01-09","M","D",,,,,"404422",,,"14470",,,"","",,,false,,,,"14",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:ny/cd:18",,,,"NY","18",false,"3618"
"G000105","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000105.json","Joseph","Matthew","Gaydos",,"1926-07-03","M","D",,,,,"404477",,,"11067",,,"","",,,false,,,,"24",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:pa/cd:20",,,,"PA","20",false,"4220"
"G000120","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000120.json","Sam",,"Gejdenson",,"1948-05-20","M","D",,,,,"400585",,,"14825",,,"","",,,false,,,,"10",,,,"2013-04-12 20:12:00 -0400","ocd-division/country:us/state:ct/cd:2",,,,"CT","2",false,"0902"
"G000121","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000121.json","George","W.","Gekas",,"1930-04-14","M","R",,,,,"400544",,,"15025",,,"","",,,false,,,,"8",,,,"2013-04-12 20:12:00 -0400","ocd-division/country:us/state:pa/cd:17",,,,"PA","17",false,"4217"
"G000132","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000132.json","Richard","Andrew","Gephardt",,"1941-01-31","M","D",,,,,"400146",,,"14421",,,"","",,,false,,,,"14",,,,"2013-04-12 20:12:01 -0400","ocd-division/country:us/state:mo/cd:3",,,,"MO","3",false,"2903"
"G000134","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000134.json","Pete",,"Geren",,"1952-01-29","M","D",,,,,"404503",,,"15639",,,"","",,,false,,,,"2",,,,"2013-04-12 20:11:58 -0400","ocd-division/country:us/state:tx/cd:12",,,,"TX","12",false,"4812"
"G000153","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000153.json","Sam",,"Gibbons",,"1920-01-20","M","D",,,,,"404520",,,"10588",,,"","",,,false,,,,"28",,,,"2013-04-12 20:11:58 -0400","ocd-division/country:us/state:fl/cd:7",,,,"FL","7",false,"1207"
"G000210","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000210.json","Paul","E.","Gillmor",,"1939-02-01","M","R",,,,,"400150",,,"15606",,,"","",,,false,,,,"2",,,,"2013-04-12 20:12:03 -0400","ocd-division/country:us/state:oh/cd:5",,,,"OH","5",false,"3905"
"G000212","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000212.json","Benjamin","A.","Gilman",,"1922-12-06","M","R",,,,,"400536",,,"14015",,,"","",,,false,,,,"18",,,,"2013-04-12 20:12:00 -0400","ocd-division/country:us/state:ny/cd:22",,,,"NY","22",false,"3622"
"G000225","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000225.json","Newt",,"Gingrich",,"1943-06-17","M","R",,,,,"404587",,,"14627",,,"","",,,false,,,,"12",,,,"2013-04-12 20:11:59 -0400","ocd-division/country:us/state:ga/cd:6",,,,"GA","6",false,"1306"
"G000240","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000240.json","Dan",,"Glickman",,"1944-11-24","M","D",,,,,"404602",,,"14422",,,"","",,,false,,,,"14",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ks/cd:4",,,,"KS","4",false,"2004"
"G000272","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000272.json","Henry","B.","Gonzalez",,"1916-05-03","M","D",,,,,"404634",,,"10520",,,"","",,,false,,,,"30",,,,"2013-04-12 20:11:59 -0400","ocd-division/country:us/state:tx/cd:20",,,,"TX","20",false,"4820"
"G000291","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000291.json","William","F.","Goodling",,"1927-12-05","M","R",,,,,"400586",,,"14288",,,"","",,,false,,,,"16",,,,"2013-04-12 20:12:00 -0400","ocd-division/country:us/state:pa/cd:19",,,,"PA","19",false,"4219"
"G000309","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000309.json","Bart",,"Gordon",,"1949-01-24","M","D",,,,"repbartgordon","400155","5452",,"15216",,"/m/03tm06","","",,,false,,,,"6",,,,"2016-06-14 16:31:11 -0400","ocd-division/country:us/state:tn/cd:6",,,,"TN","6",false,"4706"
"G000336","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000336.json","Porter","J.","Goss",,"1938-11-26","M","R",,,,,"400156",,,"15607",,,"","",,,false,,,,"2",,,,"2013-04-12 20:12:01 -0400","ocd-division/country:us/state:fl/cd:13",,,,"FL","13",false,"1213"
"G000349","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000349.json","Willis","D.","Gradison","Jr.","1928-12-28","M","R",,,,,"404705",,,"14225",,,"","",,,false,,,,"16",,,,"2017-11-29 06:35:53 -0500","ocd-division/country:us/state:oh/cd:2",,,,"OH","2",false,"3902"
"G000371","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000371.json","Fred",,"Grandy",,"1948-06-29","M","R",,,,,"404723",,,"15413",,,"","",,,false,,,,"4",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ia/cd:6",,,,"IA","6",false,"1906"
"G000382","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000382.json","James","William","Grant",,"1943-09-21","M","D",,,,,"404733",,,"15414",,,"","",,,false,,,,"4",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:fl/cd:2",,,,"FL","2",false,"1202"
"G000382","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000382.json","James","William","Grant",,"1943-09-21","M","R",,,,,"404733",,,"15414",,,"","",,,false,,,,"4",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:fl/cd:2",,,,"FL","2",false,"1202"
"G000402","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000402.json","William","Herbert","Gray",,"1941-08-20","M","D",,,,,"404752",,,"14629",,,"","",,,false,,,,"12",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:pa/cd:2",,,,"PA","2",false,"4202"
"G000417","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000417.json","Sedgwick","William","Green",,"1929-10-16",,"R",,,,,"404765",,,"14471",,,"","",,,false,,,,"14",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ny/cd:15",,,,"NY","15",false,"3615"
"G000511","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000511.json","Frank","Joseph","Guarini",,"1924-08-20","M","D",,,,,"404856",,,"14631",,,"","",,,false,,,,"12",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:nj/cd:14",,,,"NJ","14",false,"3414"
"G000524","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000524.json","Steve",,"Gunderson",,"1951-05-10","M","R",,,,,"404869",,,"14827",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:58 -0400","ocd-division/country:us/state:wi/cd:3",,,,"WI","3",false,"5503"
"H000074","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000074.json","Tony","P.","Hall",,"1942-01-16","M","D",,,,,"400538",,,"14632",,,"","",,,false,,,,"12",,,,"2013-04-12 20:12:00 -0400","ocd-division/country:us/state:oh/cd:3",,,,"OH","3",false,"3903"
"H000067","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000067.json","Ralph","M.","Hall",,"1923-05-03","M","D",,"RalphHallPress","6311458773",,"400165","7354",,"94828",,"/m/026cww","","http://ralphhall.house.gov",,,false,,,,"10",,,,"2016-06-14 16:31:21 -0400","ocd-division/country:us/state:tx/cd:4",,,,"TX","4",false,"4804"
"H000114","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000114.json","Lee","H.","Hamilton",,"1931-04-20","M","D",,,,,"404996",,,"10732",,,"","",,,false,,,,"26",,,,"2013-04-12 20:11:59 -0400","ocd-division/country:us/state:in/cd:9",,,,"IN","9",false,"1809"
"H000124","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000124.json","John","Paul","Hammerschmidt",,"1922-05-04","M","R",,,,,"405006",,,"11020",,,"","",,,false,,,,"24",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ar/cd:3",,,,"AR","3",false,"0503"
"H000151","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000151.json","Melton","D.","Hancock",,"1929-09-14","M","R",,,,,"405033",,,"15608",,,"","",,,false,,,,"2",,,,"2013-04-12 20:11:58 -0400","ocd-division/country:us/state:mo/cd:7",,,,"MO","7",false,"2907"
"H000172","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000172.json","James","V.","Hansen",,"1932-08-14","M","R",,,,,"400552",,,"14829",,,"","",,,false,,,,"10",,,,"2013-04-12 20:12:01 -0400","ocd-division/country:us/state:ut/cd:1",,,,"UT","1",false,"4901"
"H000236","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000236.json","Claude",,"Harris",,"1940-06-29",,"D",,,,,"405114",,,"15415",,,"","",,,false,,,,"4",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:al/cd:7",,,,"AL","7",false,"0107"
"H000323","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000323.json","J. Dennis",,"Hastert",,"1942-01-02","M","R",,,,,"400169",,,"15416",,,"","",,,false,,,,"4",,,,"2013-04-12 20:12:03 -0400","ocd-division/country:us/state:il/cd:14",,,,"IL","14",false,"1714"
"H000340","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000340.json","Charles","Floyd","Hatcher",,"1939-07-01","M","D",,,,,"405209",,,"14831",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ga/cd:2",,,,"GA","2",false,"1302"
"H000367","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000367.json","Augustus","Freeman","Hawkins",,"1907-08-31","M","D",,,,,"405236",,,"10595",,,"","",,,false,,,,"28",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:ca/cd:29",,,,"CA","29",false,"0629"
"H000388","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000388.json","Charles","Arthur","Hayes",,"1918-02-17","M","D",,,,,"405256",,,"15083",,,"","",,,false,,,,"8",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:il/cd:1",,,,"IL","1",false,"1701"
"H000390","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000390.json","James","A.","Hayes",,"1946-12-21","M","D",,,,,"405258",,,"15417",,,"","",,,false,,,,"4",,,,"2013-04-12 20:11:58 -0400","ocd-division/country:us/state:la/cd:7",,,,"LA","7",false,"2207"
"H000444","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000444.json","Joel",,"Hefley",,"1935-04-18","M","R",,,,,"400174",,,"15418",,,"","",,,false,,,,"4",,,,"2013-04-12 20:12:02 -0400","ocd-division/country:us/state:co/cd:5",,,,"CO","5",false,"0805"
"H000448","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000448.json","Bill",,"Hefner",,"1930-04-11","M","D",,,,,"405313",,,"14233",,,"","",,,false,,,,"16",,,,"2013-04-12 20:11:59 -0400","ocd-division/country:us/state:nc/cd:8",,,,"NC","8",false,"3708"
"H000514","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000514.json","Paul","B.","Henry",,"1942-07-09","M","R",,,,,"405377",,,"15219",,,"","",,,false,,,,"6",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:mi/cd:5",,,,"MI","5",false,"2605"
